label,x_px,y_px,area_px,color_l,color_a,color_b,circularity,eccentricity,extent,vari,gli,gap_fraction,solidity,cluster_id,is_tree,lat,lon
190,773.3088235294117,314.9768907563025,476.0,13.183982639046203,-11.184067967032565,-0.43618340695229346,0.5934383496334168,0.6473305466699614,0.6102564102564103,0.5241391460935608,0.2591173663586691,0.07773109243697474,0.8321678321678322,-1,False,,
191,49.263279445727484,402.24942263279445,433.0,32.29353972023675,-27.758322706125405,14.057300409850928,0.648021001329838,0.7852625244075003,0.6168091168091168,0.8502617302860453,0.3668959555119345,0.10854503464203236,0.8712273641851107,0,True,,
192,710.8859060402684,580.496644295302,298.0,35.78034505988695,-32.58204914459479,17.655425847262407,0.8612186322367142,0.5657348725582866,0.6772727272727272,0.9843242266434151,0.42731706453049745,0.07046979865771807,0.9400630914826499,-1,False,,
193,502.2158273381295,100.91187050359713,556.0,32.80051146520593,-25.484457788098908,10.41326435468097,0.4351692757871726,0.8373283594632218,0.5045372050816697,0.9248120974240114,0.3301629650962653,0.21762589928057552,0.7344782034346103,0,True,,
194,450.1322869955157,371.00896860986546,446.0,41.19398717520219,-36.81155870105517,23.25805797776419,0.5971878205743538,0.7870348700775163,0.5126436781609195,0.927934453693206,0.4475917667484604,0.0829596412556054,0.8352059925093633,0,True,,
195,150.04771371769382,426.3876739562624,503.0,28.66168912903251,-24.315657739917334,10.046800106885827,0.6147915611784163,0.8166567875365052,0.5408602150537635,0.904606255397171,0.3461312077658077,0.08946322067594437,0.8672413793103448,0,True,,
196,166.92511013215858,485.15859030837004,454.0,19.871687819634726,-16.784869610330677,2.757633298548054,0.6365751796175501,0.6860859827589487,0.6005291005291006,0.9814263345911639,0.29262284409369665,0.07929515418502198,0.8566037735849057,-1,False,,
197,972.2688172043011,537.5290322580645,465.0,28.50682934970074,-25.555015523551642,10.791793378792839,0.7162064114082666,0.7438585024011692,0.6521739130434783,0.8538565390212561,0.3762917375372302,0.021505376344086002,0.8959537572254336,0,True,,
198,28.508438818565402,316.01476793248946,474.0,47.11407372364346,-41.18583296585532,32.98295884855949,0.6374018598198574,0.7755416130113453,0.7523809523809524,0.7698926975015347,0.47136063509098086,0.11181434599156115,0.8745387453874539,-1,False,,
199,725.3432835820895,379.9154228855721,201.0,15.931601429031344,-15.752221961143139,3.0645292505523805,0.7876847132032523,0.7637323206759471,0.6836734693877551,0.7291753051885917,0.3441926749117339,0.014925373134328401,0.8973214285714286,0,True,,
200,275.45932203389833,404.8847457627119,590.0,35.85396956110573,-33.36659282847424,20.215723910584536,0.44873643227128956,0.8364709988307242,0.4097222222222222,0.922517433358451,0.45768957744210453,0.06271186440677967,0.7793923381770145,0,True,,
201,185.76767676767676,450.77272727272725,594.0,28.504714278702092,-24.12268262430708,10.988759394726017,0.50823400685625,0.7120160082042732,0.532258064516129,0.8979862631872447,0.33816021610590746,0.13636363636363635,0.7704280155642024,-1,False,,
202,850.3173913043478,545.491304347826,230.0,44.148198880159505,-34.68899630138858,17.501865987240926,0.8339668297205081,0.6777182563485796,0.7516339869281046,0.8665907627862433,0.37575715741385585,0.27826086956521734,0.9504132231404959,-1,False,,
